DateSiteCam,Site,Year,Date,DateSite,CameraNum,OpCode,FilemeLeft,FilemeRight,Time,Length,Precision,RMS,Range,Direction,HorzDir,VertDir,MidX,MidY,MidZ,Family,Genus,Species,SciName,Common,Code,FishID,number,phase,datesitefishid,Habitat,Notes,Comment,NumMeasured,status,SiteID,Latitude_x,Longitude_y,BottomTime,AvgDepth,MaxDepth,AvgTemp,StartTime,Common_Species,camtype,,,
120123Alligator3SV2,Alligator3,2023,120123,120123Alligator3,SV2,120123_Alligator3_SV2,120123_Alligator Ball3_L2_GX020052.MP4,120123_Alligator Ball3_R2_GX020307.MP4,12.78055,343.16299,3.9122,9.33618,2884.78165,27.23413,48.5712,16.27657,1313.57455,131.65771,-2564.98602,Epinephelidae,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,96,goliath01,,,120123Alligator3_goliath01,ledge,,goliath01,1,spa,34040294,24.84641,-80.6223,54.33333333,4.633282209,6.6,27.44233129,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
121024Alligator4SV1,Alligator4,2024,121024,121024Alligator4,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,121024Alligator4,,,,0,spa,34040296,24.846883,-80.621783,42.25,3.48,4.8,25.79,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
31424Alligator0SV3,Alligator0,2024,31424,31424Alligator0,SV3,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,31424Alligator0,,,,0,spa,34040299,24.845267,-80.624067,46.33333333,5.941388638,7.9,25.26672678,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
62524Alligator0SV1,Alligator0,2024,62524,62524Alligator0,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,62524Alligator0,,,,0,spa,34040299,24.845267,-80.624067,56.92,5.5,,28.8,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
62524Alligator4SV1,Alligator4,2024,62524,62524Alligator4,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,62524Alligator4,,,,0,spa,34040296,24.846883,-80.621783,56.92,5.5,6.8,28.8,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
62824Alligator1SV1,Alligator1,2024,62824,62824Alligator1,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,62824Alligator1,,,,0,spa,34040295,24.845801,-80.623683,56.58,4.9,7.3,29.4,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
80323ConchReefFSL01,ConchReef,2023,80323,80323ConchReef,FSL01,80323ConchReefFSL01,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323ConchReefAtlantic Goliath Grouper,,,,0,spa,34040288,24.95306,-80.45833,53.91666667,5.198098918,7.88,31.2516847,14:12,Atlantic Goliath Grouper (Epinephelus itajara),FSL,,,
80323ConchReefSV1,ConchReef,2023,80323,80323ConchReef,SV1,80323ConchReefSV1,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323ConchReefAtlantic Goliath Grouper,,,,0,spa,34040288,24.95306,-80.45833,53.91666667,5.198098918,7.88,31.2516847,14:12,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
80323MolassesHoleintheWallFSL01,MolassesHoleintheWall,2023,80323,80323MolassesHoleintheWall,FSL01,80323MolassesHoleintheWallFSL01,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323MolassesHoleintheWallAtlantic Goliath Grouper,,,,0,spa,34030169,25.00965,-80.374517,53.58333333,7.021617418,10.61,86.99533437,8:55,Atlantic Goliath Grouper (Epinephelus itajara),FSL,,,
80323MolassesHoleintheWallSV1,MolassesHoleintheWall,2023,80323,80323MolassesHoleintheWall,SV1,80323MolassesHoleintheWallSV1,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323MolassesHoleintheWallAtlantic Goliath Grouper,,,,0,spa,34030169,25.00965,-80.374517,53.58333333,7.021617418,10.61,86.99533437,8:55,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
80323MolassesPermitsLedgedriftdiveFSL01,MolassesPermitsLedgedriftdive,2023,80323,80323MolassesPermitsLedgedriftdive,FSL01,80323MolassesPermitsLedgedriftdiveFSL01,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323MolassesPermitsLedgedriftdiveAtlantic Goliath Grouper,,,,0,spa,34030182,25.00805,-80.377683,39.08333333,7.200469083,12.12,87.34541578,10:15,Atlantic Goliath Grouper (Epinephelus itajara),FSL,,,
80323MolassesPermitsLedgedriftdiveSV1,MolassesPermitsLedgedriftdive,2023,80323,80323MolassesPermitsLedgedriftdive,SV1,80323MolassesPermitsLedgedriftdiveSV1,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323MolassesPermitsLedgedriftdiveAtlantic Goliath Grouper,,,,0,spa,34030182,25.00805,-80.377683,39.08333333,7.200469083,12.12,87.34541578,10:15,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
80323SnappersLedgeFSL01,SnappersLedge,2023,80323,80323SnappersLedge,FSL01,80323SnappersLedgeFSL01,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323SnappersLedgeAtlantic Goliath Grouper,,,,0,spa,34030071,24.982,-80.421667,53.66666667,5.599829193,8.79,88.16413043,15:32,Atlantic Goliath Grouper (Epinephelus itajara),FSL,,,
80323SnappersLedgeSV1,SnappersLedge,2023,80323,80323SnappersLedge,SV1,80323SnappersLedgeSV1,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,Atlantic Goliath Grouper,,,80323SnappersLedgeAtlantic Goliath Grouper,,,,0,spa,34030071,24.982,-80.421667,53.66666667,5.599829193,8.79,88.16413043,15:32,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
81723PompanoLighthouseSV1,PompanoLighthouse,2023,81723,81723PompanoLighthouse,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,96,,,,81723PompanoLighthouse,,,,0,,33010106,26.271,-80.06416667,,,,,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
82024Alligator1SV1,Alligator1,2024,82024,82024Alligator1,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,82024Alligator1,,,,0,spa,34040295,24.845801,-80.623683,65.16666667,5.291048593,7.6,30.33657289,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
82024Alligator2SV1,Alligator2,2024,82024,82024Alligator2,SV1,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,82024Alligator2,,,,0,spa,34040293,24.84625,-80.623,63.25,3.525428195,5.3,30.49275362,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
82024Alligator2SV3,Alligator2,2024,82024,82024Alligator2,SV3,,,,,,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,,,,82024Alligator2,,,,0,spa,34040293,24.84625,-80.623,74.66666667,3.873549107,6.2,30.53850446,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
82124Alligator4SV1,Alligator4,2024,82124,82124Alligator4,SV1,,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,,,,82124Alligator4,,,,0,spa,34040296,24.846883,-80.621783,63.66666667,4.239005236,6.8,30.61007853,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,,,,,82124AlligatorLighthouseDrift,,,,0,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
90123Alligator3SV1,Alligator3,2023,90123,90123Alligator3,SV1,,,,,,,,,,,,,,,,,griseus,Epinephelus itajara,Atlantic Goliath Grouper,,,,,90123Alligator3,,,,0,spa,34040294,24.84641,-80.6223,,,,,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
92623Alligator6SV1,Alligator6,2023,92623,92623Alligator6,SV1,,,,,,,,,,,,,,,,Epinephelus,itajara,Epinephelus itajara,Atlantic Goliath Grouper,96,,,,92623Alligator6,,,,0,none,34040298,24.8417,-80.6185,,,,,,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
111423Alligator0SV2,Alligator0,2023,111423,111423Alligator0SV2,SV2,,,,,1648.90953,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,goliath01,,,,,,,1,spa,34040299,24.845267,-80.624067,68.33333333,5.248292683,7.1,28.11207317,11:04:00,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
101823Alligator0SV1,Alligator0,2023,101823,101823Alligator0SV1,SV1,,,,,1213.61043,,,,,,,,,,,,,Epinephelus itajara,Atlantic Goliath Grouper,,goliath01,,,,,,,1,spa,34040299,24.845267,-80.624067,57.58333333,4.772847682,7.7,27.86556291,10:53:00,Atlantic Goliath Grouper (Epinephelus itajara),SV,,,
101524Alligator2SV1,Alligator2,2024,101524,101524Alligator2,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101524Alligator2,,,,0,spa,34040293,24.84625,-80.623,59.75,5.909224319,7.9,28.44011181,,Red Grouper (Epinephelus morio),SV,,,
101624Alligator0SV1,Alligator0,2024,101624,101624Alligator0,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101624Alligator0,,,,0,spa,34040299,24.845267,-80.624067,59.91666667,5.229485396,7.7,28.63393602,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator0SV1,Alligator0,2023,101823,101823Alligator0,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator0,,,,0,spa,34040299,24.845267,-80.624067,57.58333333,4.772847682,7.7,27.86556291,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator2SV3,Alligator2,2023,101823,101823Alligator2,SV3,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator2,,,,0,spa,34040293,24.84625,-80.623,59.41666667,6.06227209,7.9,27.8141655,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator4SV1,Alligator4,2023,101823,101823Alligator4,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator4,,,,0,spa,34040296,24.846883,-80.621783,62.66666667,4.024069149,7.9,28.49202128,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator4SV3,Alligator4,2023,101823,101823Alligator4,SV3,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator4,,,,0,spa,34040296,24.846883,-80.621783,62.16666667,5.120643432,7.6,28.27627346,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator5SV1,Alligator5,2023,101823,101823Alligator5,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator5,,,,0,none,34040297,24.841083,-80.622583,,,,,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator5SV3,Alligator5,2023,101823,101823Alligator5,SV3,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator5,,,,0,none,34040297,24.841083,-80.622583,51.66666667,12.32258065,15.9,28.31064516,,Red Grouper (Epinephelus morio),SV,,,
101823Alligator5SV3,Alligator5,2023,101823,101823Alligator5,SV3,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101823Alligator5,,,,0,none,34040297,24.841083,-80.622583,49.66666667,16.39865772,22.4,28.15805369,,Red Grouper (Epinephelus morio),SV,,,
101923Alligator2SV2,Alligator2,2023,101923,101923Alligator2,SV2,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101923Alligator2,,,,0,spa,34040293,24.84625,-80.623,77.58333333,5.335123523,7.5,28.37239527,,Red Grouper (Epinephelus morio),SV,,,
101923Alligator5SV2,Alligator5,2023,101923,101923Alligator5,SV2,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,101923Alligator5,,,,0,none,34040297,24.841083,-80.622583,50.41666667,16.17322314,23.2,28.04082645,,Red Grouper (Epinephelus morio),SV,,,
111423Alligator0SV2,Alligator0,2023,111423,111423Alligator0,SV2,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,111423Alligator0,,,,0,spa,34040299,24.845267,-80.624067,68.33333333,5.248292683,7.1,28.11207317,,Red Grouper (Epinephelus morio),SV,,,
111423Alligator6SV2,Alligator6,2023,111423,111423Alligator6,SV2,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,111423Alligator6,,,,0,none,34040298,24.8417,-80.6185,54.5,18.6706422,28.6,27.49648318,,Red Grouper (Epinephelus morio),SV,,,
120123Alligator0SV2,Alligator0,2023,120123,120123Alligator0,SV2,120123_Alligator0_SV2,120123_Alligator Ball0_L2_GX060051.MP4,120123_Alligator Ball0_R2_GX060306.MP4,60.44539,508.59567,4.17513,8.61193,2526.05499,5.48946,41.10557,11.51677,74.50065,229.87788,-2514.47005,Epinephelidae,Epinephelus,morio,Epinephelus morio,Red Grouper,98,redgrouper02,,,120123Alligator0_redgrouper02,sand; coralrubb; coralbommie,,redgrouper02,1,spa,34040299,24.845267,-80.624067,61.91666667,7.108882907,8.8,27.38142665,,Red Grouper (Epinephelus morio),SV,,,
120123Alligator3SV2,Alligator3,2023,120123,120123Alligator3,SV2,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,120123Alligator3,,,,0,spa,34040294,24.84641,-80.6223,54.33333333,4.633282209,6.6,27.44233129,,Red Grouper (Epinephelus morio),SV,,,
121024Alligator4SV1,Alligator4,2024,121024,121024Alligator4,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,121024Alligator4,,,,0,spa,34040296,24.846883,-80.621783,42.25,3.48,4.8,25.79,,Red Grouper (Epinephelus morio),SV,,,
31424Alligator0SV3,Alligator0,2024,31424,31424Alligator0,SV3,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,31424Alligator0,,,,0,spa,34040299,24.845267,-80.624067,46.33333333,5.941388638,7.9,25.26672678,,Red Grouper (Epinephelus morio),SV,,,
62524Alligator0SV1,Alligator0,2024,62524,62524Alligator0,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,62524Alligator0,,,,0,spa,34040299,24.845267,-80.624067,56.92,5.5,,28.8,,Red Grouper (Epinephelus morio),SV,,,
62524Alligator4SV1,Alligator4,2024,62524,62524Alligator4,SV1,062524_Alligator4_SV1,062524_Alligator4_L1_GP010225.MP4,062524_Alligator4_R1_GP010114.MP4,35.26829,523.86237,1.572,0.74997,1814.31422,11.28891,6.59889,7.6992,13.65656,-354.901,-1779.21187,Epinephelidae,Epinephelus,morio,Epinephelus morio,Red Grouper,98,redgrouper01,2,,62524Alligator4_redgrouper01,coralbommie,,redgrouper01_2,1,spa,34040296,24.846883,-80.621783,56.92,5.5,6.8,28.8,,Red Grouper (Epinephelus morio),SV,,,
62824Alligator1SV1,Alligator1,2024,62824,62824Alligator1,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,62824Alligator1,,,,0,spa,34040295,24.845801,-80.623683,56.58,4.9,7.3,29.4,,Red Grouper (Epinephelus morio),SV,,,
80323ConchReefFSL01,ConchReef,2023,80323,80323ConchReef,FSL01,80323ConchReefFSL01,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323ConchReefRed Grouper,,,,0,spa,34040288,24.95306,-80.45833,53.91666667,5.198098918,7.88,31.2516847,14:12,Red Grouper (Epinephelus morio),FSL,,,
80323ConchReefSV1,ConchReef,2023,80323,80323ConchReef,SV1,80323ConchReefSV1,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323ConchReefRed Grouper,,,,0,spa,34040288,24.95306,-80.45833,53.91666667,5.198098918,7.88,31.2516847,14:12,Red Grouper (Epinephelus morio),SV,,,
80323MolassesHoleintheWallFSL01,MolassesHoleintheWall,2023,80323,80323MolassesHoleintheWall,FSL01,80324MolassesHoleintheWallFSL01,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323MolassesHoleintheWallRed Grouper,,,,0,spa,34030169,25.00965,-80.374517,53.58333333,7.021617418,10.61,86.99533437,8:55,Red Grouper (Epinephelus morio),FSL,,,
80323MolassesHoleintheWallSV1,MolassesHoleintheWall,2023,80323,80323MolassesHoleintheWall,SV1,80324MolassesHoleintheWallSV1,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323MolassesHoleintheWallRed Grouper,,,,0,spa,34030169,25.00965,-80.374517,53.58333333,7.021617418,10.61,86.99533437,8:55,Red Grouper (Epinephelus morio),SV,,,
80323MolassesPermitsLedgedriftdiveFSL01,MolassesPermitsLedgedriftdive,2023,80323,80323MolassesPermitsLedgedriftdive,FSL01,80323MolassesPermitsLedgedriftdiveFSL01,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323MolassesPermitsLedgedriftdiveRed Grouper,,,,0,spa,34030182,25.00805,-80.377683,39.08333333,7.200469083,12.12,87.34541578,10:15,Red Grouper (Epinephelus morio),FSL,,,
80323MolassesPermitsLedgedriftdiveSV1,MolassesPermitsLedgedriftdive,2023,80323,80323MolassesPermitsLedgedriftdive,SV1,80323MolassesPermitsLedgedriftdiveSV1,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323MolassesPermitsLedgedriftdiveRed Grouper,,,,0,spa,34030182,25.00805,-80.377683,39.08333333,7.200469083,12.12,87.34541578,10:15,Red Grouper (Epinephelus morio),SV,,,
80323SnappersLedgeFSL01,SnappersLedge,2023,80323,80323SnappersLedge,FSL01,80323SnappersLedgeFSL01,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323SnappersLedgeRed Grouper,,,,0,spa,34030071,24.982,-80.421667,53.66666667,5.599829193,8.79,88.16413043,15:32,Red Grouper (Epinephelus morio),FSL,,,
80323SnappersLedgeSV1,SnappersLedge,2023,80323,80323SnappersLedge,SV1,80323SnappersLedgeSV1,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,Red Grouper,,,80323SnappersLedgeRed Grouper,,,,0,spa,34030071,24.982,-80.421667,53.66666667,5.599829193,8.79,88.16413043,15:32,Red Grouper (Epinephelus morio),SV,,,
81723PompanoLighthouseSV1,PompanoLighthouse,2023,81723,81723PompanoLighthouse,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,98,,,,81723PompanoLighthouse,,,,0,,33010106,26.271,-80.06416667,,,,,,Red Grouper (Epinephelus morio),SV,,,
82024Alligator1SV1,Alligator1,2024,82024,82024Alligator1,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,82024Alligator1,,,,0,spa,34040295,24.845801,-80.623683,65.16666667,5.291048593,7.6,30.33657289,,Red Grouper (Epinephelus morio),SV,,,
82024Alligator2SV1,Alligator2,2024,82024,82024Alligator2,SV1,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,82024Alligator2,,,,0,spa,34040293,24.84625,-80.623,63.25,3.525428195,5.3,30.49275362,,Red Grouper (Epinephelus morio),SV,,,
82024Alligator2SV3,Alligator2,2024,82024,82024Alligator2,SV3,,,,,,,,,,,,,,,,,,Epinephelus morio,Red Grouper,,,,,82024Alligator2,,,,0,spa,34040293,24.84625,-80.623,74.66666667,3.873549107,6.2,30.53850446,,Red Grouper (Epinephelus morio),SV,,,
82124Alligator4SV1,Alligator4,2024,82124,82124Alligator4,SV1,,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,,,,82124Alligator4,,,,0,spa,34040296,24.846883,-80.621783,63.66666667,4.239005236,6.8,30.61007853,,Red Grouper (Epinephelus morio),SV,,,
82124AlligatorLighthouseDriftSV1,AlligatorLighthouseDrift,2024,82124,82124AlligatorLighthouseDrift,SV1,,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,,,,,82124AlligatorLighthouseDrift,,,,0,spa,34040302,24.851083,-80.61805,42.25,1.689151874,2.8,30.60414201,,Red Grouper (Epinephelus morio),SV,,,
90123Alligator3SV1,Alligator3,2023,90123,90123Alligator3,SV1,,,,,,,,,,,,,,,,,griseus,Epinephelus morio,Red Grouper,,,,,90123Alligator3,,,,0,spa,34040294,24.84641,-80.6223,,,,,,Red Grouper (Epinephelus morio),SV,,,
92623Alligator6SV1,Alligator6,2023,92623,92623Alligator6,SV1,,,,,,,,,,,,,,,,Epinephelus,morio,Epinephelus morio,Red Grouper,98,,,,92623Alligator6,,,,0,none,34040298,24.8417,-80.6185,,,,,,Red Grouper (Epinephelus morio),SV,,,
101524Alligator6SV1,Alligator6,2024,101524,101524Alligator6SV1,SV1,101524_Alligator6_SV1,101524_AlligatorDeep_L1_GP020236.MP4,101524_AlligatorDeep_R1_GP020126.MP4,38.80293,552.3452,5.99728,3.48812,2471.41635,18.51557,35.18988,5.54004,494.54505,-609.41095,-2343.48934,Epinephelidae,Epinephelus,morio,Epinephelus morio,Red Grouper,,redgrouper01_5,,,,spurgroove,,,1,none,34040298,24.8417,-80.6185,59.75,5.909224,7.9,28.44011,10:38,Red Grouper (Epinephelus morio),SV,,,
101524Alligator2SV1,Alligator2,2024,101524,101524Alligator2,SV1,,,,,,,,,,,,,,,,,,Epinephelus striatus,Nassau Grouper,,,,,101524Alligator2,,,,0,spa,34040293,24.84625,-80.623,59.75,5.909224319,7.9,28.44011181,,Nassau Grouper (Epinephelus striatus),SV,,,
101624Alligator0SV1,Alligator0,2024,101624,101624Alligator0,SV1,,,,,,,,,,,,,,,,,,Epinephelus striatus,Nassau Grouper,,,,,101624Alligator0,,,,0,spa,34040299,24.845267,-80.624067,59.91666667,5.229485396,7.7,28.63393602,,Nassau Grouper (Epinephelus striatus),SV,,,
