dive_id,image_id,image_path,label_x,label_y,label
26,1886,2025-02-10 REEF Data Dump SMILE 6/080323_FSL-01 Photos/080323_1015_MolPeLe/P8030148.ORF,1949.5717609144297,1353.1202902018842,Red Laser
26,1887,2025-02-10 REEF Data Dump SMILE 6/080323_FSL-01 Photos/080323_1015_MolPeLe/P8030149.ORF,1935.7642994349007,1311.1792192253051,Red Laser
22,2025,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030190.ORF,1961.6353092062661,1431.6874078910841,Red Laser
22,2026,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030189.ORF,1958.07130221416,1431.6635114953826,Red Laser
22,2027,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030192.ORF,1963.8972988600424,1436.7866747447047,Red Laser
22,2028,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030191.ORF,1964.7440429737755,1451.1808022026694,Red Laser
22,2029,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030193.ORF,1963.8312445165136,1429.0575022091907,Red Laser
22,2030,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030195.ORF,1962.7357715413798,1429.8264818456978,Red Laser
22,2031,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030194.ORF,1960.6578037566833,1431.9079233234902,Red Laser
22,2032,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030197.ORF,1961.5154819573495,1433.8209324933798,Red Laser
22,2033,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030196.ORF,1964.745799597081,1437.0509951349065,Green Laser
22,2034,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030198.ORF,1966.3073480972218,1452.1621107503631,Red Laser
22,2035,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 3/P8030199.ORF,1962.893911687474,1427.7902324427685,Red Laser
14,2049,2023.08.03.FishSense.FSL-01D/Hogfish01_ConchLed_1419_080323/P8030203.ORF,1947.4633643428554,1374.1896804698931,Red Laser
14,2050,2023.08.03.FishSense.FSL-01D/Hogfish01_ConchLed_1419_080323/P8030202.ORF,1932.784664384691,1367.7122835375778,Red Laser
14,2051,2023.08.03.FishSense.FSL-01D/Hogfish01_ConchLed_1419_080323/P8030201.ORF,1939.103980599293,1360.851912925724,Red Laser
14,2052,2023.08.03.FishSense.FSL-01D/Hogfish01_ConchLed_1419_080323/P8030204.ORF,1948.0531949330157,1378.0813960725122,Red Laser
14,2053,2023.08.03.FishSense.FSL-01D/Hogfish01_ConchLed_1419_080323/P8030205.ORF,1939.3112704746295,1362.9234375690692,Red Laser
17,2059,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030232.ORF,1961.191117401517,1448.0065608480131,Red Laser
17,2060,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030233.ORF,1961.3245061113416,1446.908536504841,Red Laser
17,2061,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030234.ORF,1943.6752432423011,1386.7292673249215,Red Laser
17,2062,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030235.ORF,1954.3096532548225,1445.1130730551768,Red Laser
17,2063,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030243.ORF,1943.5342869703206,1383.7300310258809,Red Laser
17,2064,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030242.ORF,1929.626844908561,1364.8302934517387,Red Laser
17,2065,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030246.ORF,1931.1707212545562,1369.7300568233973,Red Laser
17,2066,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/Nassau_ConchLe_1427_080323/P8030247.ORF,1957.9413952890106,1437.8138133701918,Red Laser
43,2077,2023.08.03.FishSense.FSL-01D/BlackGrp_ConchLe_1430_080323/P8030250.ORF,1951.8788613332524,1437.6488192171305,Red Laser
43,2078,2023.08.03.FishSense.FSL-01D/BlackGrp_ConchLe_1430_080323/P8030249.ORF,1950.7191893203596,1435.7656507776849,Red Laser
43,2079,2023.08.03.FishSense.FSL-01D/BlackGrp_ConchLe_1430_080323/P8030251.ORF,1954.8083779323474,1440.9300859385278,Red Laser
43,2080,2023.08.03.FishSense.FSL-01D/BlackGrp_ConchLe_1430_080323/P8030252.ORF,1954.0106982746481,1440.3564224060578,Red Laser
15,2097,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030201.ORF,1949.1984793074425,1422.7565691797142,Red Laser
15,2098,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030203.ORF,1947.1673690886912,1416.4815917055103,Red Laser
15,2099,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030202.ORF,1921.7230111672259,1337.8319372090702,Red Laser
15,2100,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030204.ORF,1922.842962171214,1338.807394062294,Red Laser
15,2101,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030205.ORF,1903.5164471869089,1262.3431205197805,Red Laser
15,2102,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030206.ORF,1961.7308766443643,1462.9295306115348,Red Laser
15,2103,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030207.ORF,1949.0231450639562,1420.845675091464,Red Laser
15,2104,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030208.ORF,1884.4929365743458,1217.839463045858,Red Laser
15,2105,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030209.ORF,1937.2980262519666,1387.107349448491,Red Laser
15,2106,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030210.ORF,1904.983420154749,1289.7653885389486,Red Laser
15,2107,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030211.ORF,1906.3693839244024,1288.025339025961,Red Laser
15,2108,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030212.ORF,1938.5250763126844,1386.418852206645,Red Laser
15,2109,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030214.ORF,1923.1293587935972,1334.5641265437118,Red Laser
15,2110,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030213.ORF,1922.1045155625363,1330.1843855190448,Red Laser
15,2111,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030216.ORF,1939.1012446999137,1398.6995449262167,Red Laser
15,2112,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030215.ORF,1946.257928639052,1391.0038760585635,Red Laser
15,2113,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030218.ORF,1916.4280764211967,1329.978677066572,Red Laser
15,2114,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030217.ORF,1936.926370511537,1382.237715638032,Red Laser
15,2115,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030219.ORF,1921.466425906759,1332.8865023942894,Red Laser
15,2116,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030220.ORF,1909.657072912913,1302.9315949516451,Red Laser
15,2117,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030221.ORF,1939.3168254269444,1388.6621621336953,Red Laser
15,2118,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030224.ORF,1960.879771029785,1462.2853936748115,Red Laser
15,2119,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030222.ORF,1947.6264603656614,1405.8302427014264,Red Laser
15,2120,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030223.ORF,1916.398974869559,1324.6112574054082,Red Laser
15,2121,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030226.ORF,1946.9145395990752,1418.1055500230214,Red Laser
15,2122,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030225.ORF,1891.5263324207997,1236.434218321437,Red Laser
15,2123,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030229.ORF,1949.4951285010864,1407.2670128692553,Red Laser
15,2124,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030228.ORF,1932.8910350477465,1370.9377251898934,Red Laser
15,2125,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030227.ORF,1946.6874515551349,1389.2959600667248,Red Laser
15,2126,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030231.ORF,1921.0893616068831,1331.3292927014088,Red Laser
15,2127,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030230.ORF,1912.7188852553727,1334.8130747580894,Red Laser
15,2128,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030233.ORF,1937.677975363068,1351.900662423009,Red Laser
15,2129,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030232.ORF,1937.709192212327,1389.0228540193066,Red Laser
15,2130,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030235.ORF,1918.4670890511063,1321.4385097837192,Red Laser
15,2131,2023-09-07 REEF Data Dump/080323_FSL-01 Photos/080323_1419_ConchReef/P8030234.ORF,1913.3511313939205,1311.3094696386097,Red Laser
23,2607,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 4/P8030371.ORF,1648.3577670964025,1508.9655332061545,Red Laser
23,2608,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 4/P8030372.ORF,1986.6800221496155,1447.41268878291,Green Laser
23,2609,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 4/P8030373.ORF,1959.0200622429893,1434.5090757091587,Red Laser
23,2610,2025-02-10 REEF Data Dump SMILE 6/E4E Research Workspace Folders_Measured/H Slate Dive 4/P8030374.ORF,1958.6211654087833,1432.600229437196,Red Laser
24,2619,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030378.ORF,1931.2585437220168,1366.0423147453873,Red Laser
24,2620,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030377.ORF,1929.5778548941387,1364.1626434769266,Red Laser
24,2621,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030380.ORF,1902.7225717253539,1228.902730733496,Red Laser
24,2622,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030379.ORF,1874.7355272761672,1169.8123310315623,Red Laser
24,2623,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030381.ORF,1922.623434846802,1316.1449170258645,Red Laser
24,2624,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030382.ORF,1918.312012276633,1312.5285836848436,Red Laser
24,2625,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030383.ORF,1932.8596570442078,1394.3491725865956,Red Laser
24,2626,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030384.ORF,1931.3702273445492,1361.6031907711704,Red Laser
24,2627,2024.06.20.REEF/08_2023/080323_FSL-01 Photos/080323_1535_SnapperLedge/P8030385.ORF,1939.751220551174,1389.976962303829,Red Laser
45,2833,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170008.ORF,1994.5243507535588,1379.5828156671375,Red Laser
45,2834,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170009.ORF,1996.4862521026632,1363.5376431864827,Red Laser
45,2826,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170004.ORF,1988.6125499250397,1358.5232925488717,Red Laser
45,2827,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170003.ORF,2003.7626276566775,1403.1362392615808,Red Laser
45,2828,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170002.ORF,1974.5109999949782,1320.83693197244,Red Laser
45,2829,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170001.ORF,1995.7221536864597,1369.5071620630738,Red Laser
45,2830,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170005.ORF,1973.800563411524,1313.4584925292227,Red Laser
45,2831,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170006.ORF,1972.9124774758043,1310.7553786728718,Red Laser
45,2832,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170007.ORF,1991.8974478274104,1343.0715761188546,Red Laser
45,2835,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170010.ORF,1994.879398080352,1361.8380860474997,Red Laser
45,2836,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170011.ORF,1991.1950169507174,1350.530979754929,Red Laser
45,2837,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170012.ORF,1974.036063984468,1318.456727697142,Red Laser
45,2838,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170013.ORF,1980.0559121813767,1341.260968660556,Red Laser
45,2839,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170014.ORF,1989.5287286530227,1364.0049521368057,Red Laser
45,2840,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170015.ORF,1994.7524891376806,1380.9939017703937,Red Laser
45,2841,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170016.ORF,1938.4677793559936,1137.1271604949977,Red Laser
45,2842,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170017.ORF,1991.1571207376703,1352.819216133775,Red Laser
45,2843,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170018.ORF,1975.1931703002224,1319.4170066464867,Red Laser
45,2844,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170021.ORF,1991.227457120555,1380.1820664070963,Red Laser
45,2845,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170020.ORF,1966.878340605317,1260.5065563062294,Red Laser
45,2846,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170019.ORF,1984.6053282222722,1341.053239776589,Red Laser
45,2847,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170023.ORF,1983.6715912747347,1351.29743267153,Red Laser
45,2848,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170022.ORF,1993.96860465103,1377.178768510122,Red Laser
45,2849,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170024.ORF,1990.2522765168758,1342.8659297050376,Red Laser
45,2850,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170025.ORF,1998.253791527205,1370.777756598548,Red Laser
45,2851,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170027.ORF,1981.3016149879018,1339.5633287490878,Red Laser
45,2852,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170029.ORF,1974.2329224202178,1315.1918176022739,Red Laser
45,2853,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170026.ORF,1988.7370925568755,1355.8766027172521,Red Laser
45,2854,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170028.ORF,1983.3535632600106,1343.178830211264,Red Laser
45,2855,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170030.ORF,1969.9494889942694,1277.5835352333972,Red Laser
45,2856,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170031.ORF,1965.4682843173691,1265.1445193589718,Red Laser
45,2857,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170033.ORF,1998.164565693707,1376.6358079305624,Red Laser
45,2858,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170032.ORF,1991.0935318058393,1364.2938525338466,Red Laser
45,2859,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170035.ORF,1993.766960680291,1381.892860287494,Red Laser
45,2860,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170034.ORF,1985.5411041276154,1337.1265252466933,Red Laser
45,2861,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170036.ORF,1988.5323279687393,1325.1616429882563,Red Laser
45,2862,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170037.ORF,1968.0826882631945,1244.8500367538259,Red Laser
45,2863,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170038.ORF,1989.5709465476853,1352.4938286929787,Red Laser
45,2864,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170039.ORF,1991.0976500134193,1372.1994142735773,Red Laser
45,2865,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170041.ORF,1984.2090047411825,1345.4382691849148,Red Laser
45,2866,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170040.ORF,2003.5988454149751,1408.185042543768,Red Laser
45,2867,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170042.ORF,1989.8060642514365,1358.8291997596366,Red Laser
45,2868,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170043.ORF,1965.126661169384,1259.7782950068824,Red Laser
45,2869,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170044.ORF,1989.476373614915,1351.6514901678968,Red Laser
45,2870,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170045.ORF,1972.6577934820393,1310.2927306665551,Red Laser
45,2871,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170047.ORF,1968.183799382972,1291.5124706415504,Red Laser
45,2872,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170046.ORF,1997.8458978138492,1374.4148088759707,Red Laser
45,2873,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170048.ORF,1939.9250400220249,1140.0416818270605,Red Laser
45,2874,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170049.ORF,1989.280129833377,1333.3874995409321,Red Laser
45,2875,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170050.ORF,2003.0500053699027,1405.1160969906748,Red Laser
45,2876,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170052.ORF,1989.2754102703557,1367.5708441316517,Red Laser
45,2877,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170051.ORF,2008.593865329355,1422.3025797378664,Red Laser
45,2878,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170053.ORF,1970.973419677774,1304.9274445738154,Red Laser
45,2879,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170054.ORF,1985.8012760500903,1353.9546900627524,Red Laser
45,2880,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170057.ORF,1988.9415224826575,1336.5543389702646,Red Laser
45,2881,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170056.ORF,1987.836632205942,1332.2678547478367,Red Laser
45,2882,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170055.ORF,1984.5076439242623,1319.3865754799563,Red Laser
45,2883,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170058.ORF,1999.5811267029317,1423.9166950734518,Red Laser
45,2884,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170059.ORF,2003.227681708108,1405.027924258133,Red Laser
45,2885,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170061.ORF,1989.7327437207045,1349.4111948546397,Red Laser
45,2886,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170060.ORF,1998.4781330695505,1371.0394883979513,Red Laser
45,2887,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170062.ORF,1988.3283778355465,1350.621008930215,Red Laser
45,2888,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170064.ORF,2008.2400117226528,1422.0068438339865,Red Laser
45,2889,2025-02-10 REEF Data Dump SMILE 6/8.17.2023_Pompano_FSL-01/P8170063.ORF,1988.2073730297404,1328.6192070103994,Red Laser
51,2987,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230001.ORF,2065.840462455972,1296.9520611931168,Red Laser
51,2988,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230002.ORF,2091.8319686671775,1386.4380209715762,Red Laser
51,2989,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230003.ORF,2046.9981397234383,1240.6489240116448,Red Laser
51,2990,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230005.ORF,2064.939938080344,1300.5253388200763,Red Laser
51,2991,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230004.ORF,2046.6053850204069,1240.9762522468934,Red Laser
51,2992,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230006.ORF,2017.3043838720318,1165.0524299222247,Red Laser
51,2993,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230008.ORF,2028.2785683554762,1188.5470725516218,Red Laser
51,2994,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230007.ORF,2066.0039442683656,1299.8426093539513,Red Laser
51,2995,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230009.ORF,2081.2347305889452,1349.8823465465093,Red Laser
51,2996,2024.06.20.REEF/08_2023/082923_Pool Calibration/082323_Slate_FSL06/P8230010.ORF,2017.5410502044188,1158.278139877823,Red Laser
53,3011,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230001.ORF,2045.5987901118767,1371.1744158881286,Red Laser
53,3012,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230003.ORF,2043.9182140443768,1367.053561953886,Red Laser
53,3013,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230002.ORF,1960.1386481802429,1123.8128249566723,Red Laser
53,3014,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230005.ORF,2016.7220160937693,1273.6128028111602,Red Laser
53,3015,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230004.ORF,2018.6336821333366,1289.2079589649607,Red Laser
53,3016,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230007.ORF,2012.4969872736685,1274.490764502788,Red Laser
53,3017,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230006.ORF,2004.6134303391111,1242.7230018941516,Red Laser
53,3018,2023-09-07 REEF Data Dump/082923_Pool Calibration/082323_Slate_FSL07/P8230008.ORF,2043.7904394909572,1366.517372187971,Red Laser
